warehouse,name,aisle,x,y,z,length,width,height,pickSequence,putawaySequence,countSequence,capacity,fillPercentage,locationGroup,enabled
WMOR,EA-FRZ-023,121,,,,32,20,20,12100022,12100022,12100022,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-024,121,,,,32,20,20,12100023,12100023,12100023,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-025,121,,,,32,20,20,12100024,12100024,12100024,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-026,121,,,,32,20,20,12100025,12100025,12100025,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-027,121,,,,32,20,20,12100026,12100026,12100026,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-028,121,,,,32,20,20,12100027,12100027,12100027,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-029,121,,,,32,20,20,12100028,12100028,12100028,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-030,121,,,,32,20,20,12100029,12100029,12100029,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-031,121,,,,32,20,20,12100030,12100030,12100030,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-032,121,,,,32,20,20,12100031,12100031,12100031,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-033,121,,,,32,20,20,12100032,12100032,12100032,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-034,121,,,,32,20,20,12100033,12100033,12100033,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-035,121,,,,32,20,20,12100034,12100034,12100034,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-036,121,,,,32,20,20,12100035,12100035,12100035,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-037,121,,,,32,20,20,12100036,12100036,12100036,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-038,121,,,,32,20,20,12100037,12100037,12100037,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-039,121,,,,32,20,20,12100038,12100038,12100038,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-040,121,,,,32,20,20,12100039,12100039,12100039,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-041,121,,,,32,20,20,12100040,12100040,12100040,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-042,121,,,,32,20,20,12100041,12100041,12100041,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-043,121,,,,32,20,20,12100042,12100042,12100042,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-044,121,,,,32,20,20,12100043,12100043,12100043,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-045,121,,,,32,20,20,12100044,12100044,12100044,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-046,121,,,,32,20,20,12100045,12100045,12100045,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-047,121,,,,32,20,20,12100046,12100046,12100046,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-048,121,,,,32,20,20,12100047,12100047,12100047,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-049,121,,,,32,20,20,12100048,12100048,12100048,12800,100,EACH_PICK_FRZ,true
WMOR,EA-FRZ-050,121,,,,32,20,20,12100049,12100049,12100049,12800,100,EACH_PICK_FRZ,true
WMOR,CS-FRZ-001,121,,,,64,48,48,12101000,12101000,12101000,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-002,121,,,,64,48,48,12101001,12101001,12101001,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-003,121,,,,64,48,48,12101002,12101002,12101002,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-004,121,,,,64,48,48,12101003,12101003,12101003,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-005,121,,,,64,48,48,12101004,12101004,12101004,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-006,121,,,,64,48,48,12101005,12101005,12101005,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-007,121,,,,64,48,48,12101006,12101006,12101006,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-008,121,,,,64,48,48,12101007,12101007,12101007,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-009,121,,,,64,48,48,12101008,12101008,12101008,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-010,121,,,,64,48,48,12101009,12101009,12101009,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-011,121,,,,64,48,48,12101010,12101010,12101010,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-012,121,,,,64,48,48,12101011,12101011,12101011,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-013,121,,,,64,48,48,12101012,12101012,12101012,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-014,121,,,,64,48,48,12101013,12101013,12101013,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-015,121,,,,64,48,48,12101014,12101014,12101014,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-016,121,,,,64,48,48,12101015,12101015,12101015,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-017,121,,,,64,48,48,12101016,12101016,12101016,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-018,121,,,,64,48,48,12101017,12101017,12101017,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-019,121,,,,64,48,48,12101018,12101018,12101018,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-020,121,,,,64,48,48,12101019,12101019,12101019,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-021,121,,,,64,48,48,12101020,12101020,12101020,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-022,121,,,,64,48,48,12101021,12101021,12101021,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-023,121,,,,64,48,48,12101022,12101022,12101022,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-024,121,,,,64,48,48,12101023,12101023,12101023,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-025,121,,,,64,48,48,12101024,12101024,12101024,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-026,121,,,,64,48,48,12101025,12101025,12101025,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-027,121,,,,64,48,48,12101026,12101026,12101026,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-028,121,,,,64,48,48,12101027,12101027,12101027,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-029,121,,,,64,48,48,12101028,12101028,12101028,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-030,121,,,,64,48,48,12101029,12101029,12101029,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-031,121,,,,64,48,48,12101030,12101030,12101030,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-032,121,,,,64,48,48,12101031,12101031,12101031,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-033,121,,,,64,48,48,12101032,12101032,12101032,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-034,121,,,,64,48,48,12101033,12101033,12101033,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-035,121,,,,64,48,48,12101034,12101034,12101034,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-036,121,,,,64,48,48,12101035,12101035,12101035,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-037,121,,,,64,48,48,12101036,12101036,12101036,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-038,121,,,,64,48,48,12101037,12101037,12101037,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-039,121,,,,64,48,48,12101038,12101038,12101038,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-040,121,,,,64,48,48,12101039,12101039,12101039,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-041,121,,,,64,48,48,12101040,12101040,12101040,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-042,121,,,,64,48,48,12101041,12101041,12101041,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-043,121,,,,64,48,48,12101042,12101042,12101042,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-044,121,,,,64,48,48,12101043,12101043,12101043,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-045,121,,,,64,48,48,12101044,12101044,12101044,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-046,121,,,,64,48,48,12101045,12101045,12101045,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-047,121,,,,64,48,48,12101046,12101046,12101046,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-048,121,,,,64,48,48,12101047,12101047,12101047,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-049,121,,,,64,48,48,12101048,12101048,12101048,147456,100,CASE_PICK_FRZ,true
WMOR,CS-FRZ-050,121,,,,64,48,48,12101049,12101049,12101049,147456,100,CASE_PICK_FRZ,true
WMOR,PA-FRZ-001,121,,,,64,48,48,12102000,12102000,12102000,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-002,121,,,,64,48,48,12102001,12102001,12102001,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-003,121,,,,64,48,48,12102002,12102002,12102002,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-004,121,,,,64,48,48,12102003,12102003,12102003,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-005,121,,,,64,48,48,12102004,12102004,12102004,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-006,121,,,,64,48,48,12102005,12102005,12102005,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-007,121,,,,64,48,48,12102006,12102006,12102006,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-008,121,,,,64,48,48,12102007,12102007,12102007,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-009,121,,,,64,48,48,12102008,12102008,12102008,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-010,121,,,,64,48,48,12102009,12102009,12102009,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-011,121,,,,64,48,48,12102010,12102010,12102010,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-012,121,,,,64,48,48,12102011,12102011,12102011,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-013,121,,,,64,48,48,12102012,12102012,12102012,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-014,121,,,,64,48,48,12102013,12102013,12102013,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-015,121,,,,64,48,48,12102014,12102014,12102014,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-016,121,,,,64,48,48,12102015,12102015,12102015,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-017,121,,,,64,48,48,12102016,12102016,12102016,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-018,121,,,,64,48,48,12102017,12102017,12102017,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-019,121,,,,64,48,48,12102018,12102018,12102018,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-020,121,,,,64,48,48,12102019,12102019,12102019,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-021,121,,,,64,48,48,12102020,12102020,12102020,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-022,121,,,,64,48,48,12102021,12102021,12102021,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-023,121,,,,64,48,48,12102022,12102022,12102022,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-024,121,,,,64,48,48,12102023,12102023,12102023,147456,100,PALLET_PICK_FRZ,true
WMOR,PA-FRZ-025,121,,,,64,48,48,12102024,12102024,12102024,147456,100,PALLET_PICK_FRZ,true
WMOR,EA-HV-001,131,,,,32,20,20,13100000,13100000,13100000,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-002,131,,,,32,20,20,13100001,13100001,13100001,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-003,131,,,,32,20,20,13100002,13100002,13100002,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-004,131,,,,32,20,20,13100003,13100003,13100003,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-005,131,,,,32,20,20,13100004,13100004,13100004,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-006,131,,,,32,20,20,13100005,13100005,13100005,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-007,131,,,,32,20,20,13100006,13100006,13100006,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-008,131,,,,32,20,20,13100007,13100007,13100007,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-009,131,,,,32,20,20,13100008,13100008,13100008,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-010,131,,,,32,20,20,13100009,13100009,13100009,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-011,131,,,,32,20,20,13100010,13100010,13100010,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-012,131,,,,32,20,20,13100011,13100011,13100011,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-013,131,,,,32,20,20,13100012,13100012,13100012,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-014,131,,,,32,20,20,13100013,13100013,13100013,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-015,131,,,,32,20,20,13100014,13100014,13100014,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-016,131,,,,32,20,20,13100015,13100015,13100015,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-017,131,,,,32,20,20,13100016,13100016,13100016,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-018,131,,,,32,20,20,13100017,13100017,13100017,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-019,131,,,,32,20,20,13100018,13100018,13100018,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-020,131,,,,32,20,20,13100019,13100019,13100019,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-021,131,,,,32,20,20,13100020,13100020,13100020,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-022,131,,,,32,20,20,13100021,13100021,13100021,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-023,131,,,,32,20,20,13100022,13100022,13100022,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-024,131,,,,32,20,20,13100023,13100023,13100023,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-025,131,,,,32,20,20,13100024,13100024,13100024,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-026,131,,,,32,20,20,13100025,13100025,13100025,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-027,131,,,,32,20,20,13100026,13100026,13100026,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-028,131,,,,32,20,20,13100027,13100027,13100027,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-029,131,,,,32,20,20,13100028,13100028,13100028,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-030,131,,,,32,20,20,13100029,13100029,13100029,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-031,131,,,,32,20,20,13100030,13100030,13100030,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-032,131,,,,32,20,20,13100031,13100031,13100031,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-033,131,,,,32,20,20,13100032,13100032,13100032,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-034,131,,,,32,20,20,13100033,13100033,13100033,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-035,131,,,,32,20,20,13100034,13100034,13100034,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-036,131,,,,32,20,20,13100035,13100035,13100035,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-037,131,,,,32,20,20,13100036,13100036,13100036,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-038,131,,,,32,20,20,13100037,13100037,13100037,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-039,131,,,,32,20,20,13100038,13100038,13100038,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-040,131,,,,32,20,20,13100039,13100039,13100039,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-041,131,,,,32,20,20,13100040,13100040,13100040,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-042,131,,,,32,20,20,13100041,13100041,13100041,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-043,131,,,,32,20,20,13100042,13100042,13100042,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-044,131,,,,32,20,20,13100043,13100043,13100043,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-045,131,,,,32,20,20,13100044,13100044,13100044,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-046,131,,,,32,20,20,13100045,13100045,13100045,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-047,131,,,,32,20,20,13100046,13100046,13100046,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-048,131,,,,32,20,20,13100047,13100047,13100047,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-049,131,,,,32,20,20,13100048,13100048,13100048,12800,100,EACH_PICK_HV,true
WMOR,EA-HV-050,131,,,,32,20,20,13100049,13100049,13100049,12800,100,EACH_PICK_HV,true
WMOR,CS-HV-001,131,,,,64,48,48,13101000,13101000,13101000,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-002,131,,,,64,48,48,13101001,13101001,13101001,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-003,131,,,,64,48,48,13101002,13101002,13101002,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-004,131,,,,64,48,48,13101003,13101003,13101003,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-005,131,,,,64,48,48,13101004,13101004,13101004,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-006,131,,,,64,48,48,13101005,13101005,13101005,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-007,131,,,,64,48,48,13101006,13101006,13101006,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-008,131,,,,64,48,48,13101007,13101007,13101007,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-009,131,,,,64,48,48,13101008,13101008,13101008,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-010,131,,,,64,48,48,13101009,13101009,13101009,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-011,131,,,,64,48,48,13101010,13101010,13101010,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-012,131,,,,64,48,48,13101011,13101011,13101011,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-013,131,,,,64,48,48,13101012,13101012,13101012,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-014,131,,,,64,48,48,13101013,13101013,13101013,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-015,131,,,,64,48,48,13101014,13101014,13101014,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-016,131,,,,64,48,48,13101015,13101015,13101015,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-017,131,,,,64,48,48,13101016,13101016,13101016,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-018,131,,,,64,48,48,13101017,13101017,13101017,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-019,131,,,,64,48,48,13101018,13101018,13101018,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-020,131,,,,64,48,48,13101019,13101019,13101019,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-021,131,,,,64,48,48,13101020,13101020,13101020,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-022,131,,,,64,48,48,13101021,13101021,13101021,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-023,131,,,,64,48,48,13101022,13101022,13101022,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-024,131,,,,64,48,48,13101023,13101023,13101023,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-025,131,,,,64,48,48,13101024,13101024,13101024,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-026,131,,,,64,48,48,13101025,13101025,13101025,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-027,131,,,,64,48,48,13101026,13101026,13101026,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-028,131,,,,64,48,48,13101027,13101027,13101027,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-029,131,,,,64,48,48,13101028,13101028,13101028,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-030,131,,,,64,48,48,13101029,13101029,13101029,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-031,131,,,,64,48,48,13101030,13101030,13101030,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-032,131,,,,64,48,48,13101031,13101031,13101031,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-033,131,,,,64,48,48,13101032,13101032,13101032,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-034,131,,,,64,48,48,13101033,13101033,13101033,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-035,131,,,,64,48,48,13101034,13101034,13101034,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-036,131,,,,64,48,48,13101035,13101035,13101035,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-037,131,,,,64,48,48,13101036,13101036,13101036,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-038,131,,,,64,48,48,13101037,13101037,13101037,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-039,131,,,,64,48,48,13101038,13101038,13101038,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-040,131,,,,64,48,48,13101039,13101039,13101039,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-041,131,,,,64,48,48,13101040,13101040,13101040,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-042,131,,,,64,48,48,13101041,13101041,13101041,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-043,131,,,,64,48,48,13101042,13101042,13101042,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-044,131,,,,64,48,48,13101043,13101043,13101043,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-045,131,,,,64,48,48,13101044,13101044,13101044,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-046,131,,,,64,48,48,13101045,13101045,13101045,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-047,131,,,,64,48,48,13101046,13101046,13101046,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-048,131,,,,64,48,48,13101047,13101047,13101047,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-049,131,,,,64,48,48,13101048,13101048,13101048,147456,100,CASE_PICK_HV,true
WMOR,CS-HV-050,131,,,,64,48,48,13101049,13101049,13101049,147456,100,CASE_PICK_HV,true
WMOR,PA-HV-001,131,,,,64,48,48,13102000,13102000,13102000,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-002,131,,,,64,48,48,13102001,13102001,13102001,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-003,131,,,,64,48,48,13102002,13102002,13102002,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-004,131,,,,64,48,48,13102003,13102003,13102003,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-005,131,,,,64,48,48,13102004,13102004,13102004,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-006,131,,,,64,48,48,13102005,13102005,13102005,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-007,131,,,,64,48,48,13102006,13102006,13102006,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-008,131,,,,64,48,48,13102007,13102007,13102007,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-009,131,,,,64,48,48,13102008,13102008,13102008,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-010,131,,,,64,48,48,13102009,13102009,13102009,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-011,131,,,,64,48,48,13102010,13102010,13102010,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-012,131,,,,64,48,48,13102011,13102011,13102011,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-013,131,,,,64,48,48,13102012,13102012,13102012,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-014,131,,,,64,48,48,13102013,13102013,13102013,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-015,131,,,,64,48,48,13102014,13102014,13102014,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-016,131,,,,64,48,48,13102015,13102015,13102015,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-017,131,,,,64,48,48,13102016,13102016,13102016,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-018,131,,,,64,48,48,13102017,13102017,13102017,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-019,131,,,,64,48,48,13102018,13102018,13102018,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-020,131,,,,64,48,48,13102019,13102019,13102019,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-021,131,,,,64,48,48,13102020,13102020,13102020,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-022,131,,,,64,48,48,13102021,13102021,13102021,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-023,131,,,,64,48,48,13102022,13102022,13102022,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-024,131,,,,64,48,48,13102023,13102023,13102023,147456,100,PALLET_PICK_HV,true
WMOR,PA-HV-025,131,,,,64,48,48,13102024,13102024,13102024,147456,100,PALLET_PICK_HV,true
WMOR,EA-OZ-001,141,,,,32,20,20,14100000,14100000,14100000,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-002,141,,,,32,20,20,14100001,14100001,14100001,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-003,141,,,,32,20,20,14100002,14100002,14100002,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-004,141,,,,32,20,20,14100003,14100003,14100003,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-005,141,,,,32,20,20,14100004,14100004,14100004,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-006,141,,,,32,20,20,14100005,14100005,14100005,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-007,141,,,,32,20,20,14100006,14100006,14100006,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-008,141,,,,32,20,20,14100007,14100007,14100007,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-009,141,,,,32,20,20,14100008,14100008,14100008,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-010,141,,,,32,20,20,14100009,14100009,14100009,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-011,141,,,,32,20,20,14100010,14100010,14100010,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-012,141,,,,32,20,20,14100011,14100011,14100011,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-013,141,,,,32,20,20,14100012,14100012,14100012,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-014,141,,,,32,20,20,14100013,14100013,14100013,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-015,141,,,,32,20,20,14100014,14100014,14100014,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-016,141,,,,32,20,20,14100015,14100015,14100015,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-017,141,,,,32,20,20,14100016,14100016,14100016,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-018,141,,,,32,20,20,14100017,14100017,14100017,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-019,141,,,,32,20,20,14100018,14100018,14100018,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-020,141,,,,32,20,20,14100019,14100019,14100019,12800,100,EACH_PICK_OZ,true
